SCATS Number,Date,IntervalNum,Flow,Hour
2825,2006-10-11,72,295,18
2825,2006-10-11,73,341,18
2825,2006-10-11,74,278,18
2825,2006-10-11,75,241,18
2825,2006-10-11,76,236,19
2825,2006-10-11,77,184,19
2825,2006-10-11,78,158,19
2825,2006-10-11,79,125,19
2825,2006-10-11,80,146,20
2825,2006-10-11,81,118,20
2825,2006-10-11,82,115,20
2825,2006-10-11,83,113,20
2825,2006-10-11,84,119,21
2825,2006-10-11,85,130,21
2825,2006-10-11,86,119,21
2825,2006-10-11,87,119,21
2825,2006-10-11,88,136,22
2825,2006-10-11,89,125,22
2825,2006-10-11,90,107,22
2825,2006-10-11,91,99,22
2825,2006-10-11,92,45,23
2825,2006-10-11,93,41,23
2825,2006-10-11,94,48,23
2825,2006-10-11,95,47,23
2825,2006-10-12,0,29,0
2825,2006-10-12,1,23,0
2825,2006-10-12,2,25,0
2825,2006-10-12,3,15,0
2825,2006-10-12,4,14,1
2825,2006-10-12,5,8,1
2825,2006-10-12,6,11,1
2825,2006-10-12,7,15,1
2825,2006-10-12,8,18,2
2825,2006-10-12,9,16,2
2825,2006-10-12,10,9,2
2825,2006-10-12,11,9,2
2825,2006-10-12,12,13,3
2825,2006-10-12,13,7,3
2825,2006-10-12,14,8,3
2825,2006-10-12,15,8,3
2825,2006-10-12,16,9,4
2825,2006-10-12,17,13,4
2825,2006-10-12,18,13,4
2825,2006-10-12,19,16,4
2825,2006-10-12,20,12,5
2825,2006-10-12,21,29,5
2825,2006-10-12,22,41,5
2825,2006-10-12,23,65,5
2825,2006-10-12,24,73,6
2825,2006-10-12,25,108,6
2825,2006-10-12,26,159,6
2825,2006-10-12,27,166,6
2825,2006-10-12,28,180,7
2825,2006-10-12,29,247,7
2825,2006-10-12,30,314,7
2825,2006-10-12,31,360,7
2825,2006-10-12,32,364,8
2825,2006-10-12,33,420,8
2825,2006-10-12,34,404,8
2825,2006-10-12,35,368,8
2825,2006-10-12,36,269,9
2825,2006-10-12,37,210,9
2825,2006-10-12,38,208,9
2825,2006-10-12,39,173,9
2825,2006-10-12,40,177,10
2825,2006-10-12,41,176,10
2825,2006-10-12,42,212,10
2825,2006-10-12,43,138,10
2825,2006-10-12,44,164,11
2825,2006-10-12,45,190,11
2825,2006-10-12,46,175,11
2825,2006-10-12,47,178,11
2825,2006-10-12,48,186,12
2825,2006-10-12,49,182,12
2825,2006-10-12,50,179,12
2825,2006-10-12,51,197,12
2825,2006-10-12,52,174,13
2825,2006-10-12,53,194,13
2825,2006-10-12,54,187,13
2825,2006-10-12,55,191,13
2825,2006-10-12,56,194,14
2825,2006-10-12,57,218,14
2825,2006-10-12,58,205,14
2825,2006-10-12,59,232,14
2825,2006-10-12,60,241,15
2825,2006-10-12,61,264,15
2825,2006-10-12,62,240,15
2825,2006-10-12,63,267,15
2825,2006-10-12,64,305,16
2825,2006-10-12,65,285,16
2825,2006-10-12,66,279,16
2825,2006-10-12,67,282,16
2825,2006-10-12,68,313,17
2825,2006-10-12,69,323,17
2825,2006-10-12,70,333,17
2825,2006-10-12,71,330,17
2825,2006-10-12,72,318,18
2825,2006-10-12,73,286,18
2825,2006-10-12,74,247,18
2825,2006-10-12,75,220,18
2825,2006-10-12,76,191,19
2825,2006-10-12,77,184,19
2825,2006-10-12,78,187,19
2825,2006-10-12,79,149,19
2825,2006-10-12,80,124,20
2825,2006-10-12,81,125,20
2825,2006-10-12,82,141,20
2825,2006-10-12,83,135,20
2825,2006-10-12,84,120,21
2825,2006-10-12,85,138,21
2825,2006-10-12,86,128,21
2825,2006-10-12,87,122,21
2825,2006-10-12,88,110,22
2825,2006-10-12,89,97,22
2825,2006-10-12,90,93,22
2825,2006-10-12,91,91,22
2825,2006-10-12,92,84,23
2825,2006-10-12,93,57,23
2825,2006-10-12,94,39,23
2825,2006-10-12,95,43,23
2825,2006-10-13,0,24,0
2825,2006-10-13,1,20,0
2825,2006-10-13,2,16,0
2825,2006-10-13,3,17,0
2825,2006-10-13,4,15,1
2825,2006-10-13,5,21,1
2825,2006-10-13,6,7,1
2825,2006-10-13,7,9,1
2825,2006-10-13,8,12,2
2825,2006-10-13,9,17,2
2825,2006-10-13,10,4,2
2825,2006-10-13,11,12,2
2825,2006-10-13,12,7,3
2825,2006-10-13,13,7,3
2825,2006-10-13,14,12,3
2825,2006-10-13,15,10,3
2825,2006-10-13,16,9,4
2825,2006-10-13,17,14,4
2825,2006-10-13,18,5,4
2825,2006-10-13,19,12,4
2825,2006-10-13,20,17,5
2825,2006-10-13,21,26,5
2825,2006-10-13,22,41,5
2825,2006-10-13,23,43,5
2825,2006-10-13,24,78,6
2825,2006-10-13,25,123,6
2825,2006-10-13,26,133,6
2825,2006-10-13,27,162,6
2825,2006-10-13,28,184,7
2825,2006-10-13,29,245,7
2825,2006-10-13,30,266,7
2825,2006-10-13,31,378,7
2825,2006-10-13,32,351,8
2825,2006-10-13,33,401,8
2825,2006-10-13,34,379,8
2825,2006-10-13,35,363,8
2825,2006-10-13,36,234,9
2825,2006-10-13,37,217,9
2825,2006-10-13,38,219,9
2825,2006-10-13,39,173,9
2825,2006-10-13,40,186,10
2825,2006-10-13,41,198,10
2825,2006-10-13,42,215,10
2825,2006-10-13,43,177,10
2825,2006-10-13,44,187,11
2825,2006-10-13,45,155,11
2825,2006-10-13,46,205,11
2825,2006-10-13,47,188,11
2825,2006-10-13,48,179,12
2825,2006-10-13,49,189,12
2825,2006-10-13,50,234,12
2825,2006-10-13,51,182,12
2825,2006-10-13,52,191,13
2825,2006-10-13,53,212,13
2825,2006-10-13,54,211,13
2825,2006-10-13,55,173,13
2825,2006-10-13,56,191,14
2825,2006-10-13,57,206,14
2825,2006-10-13,58,211,14
2825,2006-10-13,59,226,14
2825,2006-10-13,60,211,15
2825,2006-10-13,61,235,15
2825,2006-10-13,62,299,15
2825,2006-10-13,63,280,15
2825,2006-10-13,64,309,16
2825,2006-10-13,65,316,16
2825,2006-10-13,66,291,16
2825,2006-10-13,67,308,16
2825,2006-10-13,68,305,17
2825,2006-10-13,69,329,17
2825,2006-10-13,70,348,17
2825,2006-10-13,71,355,17
2825,2006-10-13,72,316,18
2825,2006-10-13,73,347,18
2825,2006-10-13,74,256,18
2825,2006-10-13,75,242,18
2825,2006-10-13,76,191,19
2825,2006-10-13,77,184,19
2825,2006-10-13,78,150,19
2825,2006-10-13,79,151,19
2825,2006-10-13,80,132,20
2825,2006-10-13,81,114,20
2825,2006-10-13,82,129,20
2825,2006-10-13,83,94,20
2825,2006-10-13,84,93,21
2825,2006-10-13,85,107,21
2825,2006-10-13,86,110,21
2825,2006-10-13,87,113,21
2825,2006-10-13,88,106,22
2825,2006-10-13,89,108,22
2825,2006-10-13,90,102,22
2825,2006-10-13,91,110,22
2825,2006-10-13,92,99,23
2825,2006-10-13,93,86,23
2825,2006-10-13,94,81,23
2825,2006-10-13,95,74,23
2825,2006-10-14,0,49,0
2825,2006-10-14,1,63,0
2825,2006-10-14,2,53,0
2825,2006-10-14,3,48,0
2825,2006-10-14,4,43,1
2825,2006-10-14,5,35,1
2825,2006-10-14,6,29,1
2825,2006-10-14,7,21,1
2825,2006-10-14,8,18,2
2825,2006-10-14,9,21,2
2825,2006-10-14,10,15,2
2825,2006-10-14,11,18,2
2825,2006-10-14,12,11,3
2825,2006-10-14,13,13,3
2825,2006-10-14,14,11,3
2825,2006-10-14,15,5,3
2825,2006-10-14,16,12,4
2825,2006-10-14,17,13,4
2825,2006-10-14,18,11,4
2825,2006-10-14,19,10,4
2825,2006-10-14,20,9,5
2825,2006-10-14,21,18,5
2825,2006-10-14,22,38,5
2825,2006-10-14,23,31,5
2825,2006-10-14,24,44,6
2825,2006-10-14,25,57,6
2825,2006-10-14,26,74,6
2825,2006-10-14,27,60,6
2825,2006-10-14,28,58,7
2825,2006-10-14,29,78,7
2825,2006-10-14,30,100,7
2825,2006-10-14,31,129,7
2825,2006-10-14,32,109,8
2825,2006-10-14,33,140,8
2825,2006-10-14,34,168,8
2825,2006-10-14,35,178,8
2825,2006-10-14,36,184,9
2825,2006-10-14,37,170,9
2825,2006-10-14,38,166,9
2825,2006-10-14,39,182,9
2825,2006-10-14,40,167,10
2825,2006-10-14,41,174,10
2825,2006-10-14,42,184,10
2825,2006-10-14,43,209,10
2825,2006-10-14,44,201,11
2825,2006-10-14,45,203,11
2825,2006-10-14,46,216,11
2825,2006-10-14,47,203,11
2825,2006-10-14,48,210,12
2825,2006-10-14,49,230,12
2825,2006-10-14,50,233,12
2825,2006-10-14,51,200,12
2825,2006-10-14,52,227,13
2825,2006-10-14,53,235,13
2825,2006-10-14,54,227,13
2825,2006-10-14,55,214,13
2825,2006-10-14,56,195,14
2825,2006-10-14,57,204,14
2825,2006-10-14,58,217,14
2825,2006-10-14,59,207,14
2825,2006-10-14,60,201,15
2825,2006-10-14,61,227,15
2825,2006-10-14,62,207,15
2825,2006-10-14,63,203,15
2825,2006-10-14,64,232,16
2825,2006-10-14,65,225,16
2825,2006-10-14,66,227,16
2825,2006-10-14,67,230,16
2825,2006-10-14,68,222,17
2825,2006-10-14,69,231,17
2825,2006-10-14,70,247,17
2825,2006-10-14,71,283,17
2825,2006-10-14,72,208,18
2825,2006-10-14,73,228,18
2825,2006-10-14,74,201,18
2825,2006-10-14,75,202,18
2825,2006-10-14,76,185,19
2825,2006-10-14,77,162,19
2825,2006-10-14,78,170,19
2825,2006-10-14,79,135,19
2825,2006-10-14,80,119,20
2825,2006-10-14,81,117,20
2825,2006-10-14,82,107,20
2825,2006-10-14,83,91,20
2825,2006-10-14,84,110,21
2825,2006-10-14,85,104,21
2825,2006-10-14,86,100,21
2825,2006-10-14,87,129,21
2825,2006-10-14,88,128,22
2825,2006-10-14,89,108,22
2825,2006-10-14,90,122,22
2825,2006-10-14,91,119,22
2825,2006-10-14,92,93,23
2825,2006-10-14,93,107,23
2825,2006-10-14,94,112,23
2825,2006-10-14,95,93,23
2825,2006-10-15,0,102,0
2825,2006-10-15,1,98,0
2825,2006-10-15,2,81,0
2825,2006-10-15,3,69,0
2825,2006-10-15,4,55,1
2825,2006-10-15,5,59,1
2825,2006-10-15,6,40,1
2825,2006-10-15,7,32,1
2825,2006-10-15,8,37,2
2825,2006-10-15,9,23,2
2825,2006-10-15,10,26,2
2825,2006-10-15,11,24,2
2825,2006-10-15,12,24,3
2825,2006-10-15,13,23,3
2825,2006-10-15,14,22,3
2825,2006-10-15,15,14,3
2825,2006-10-15,16,29,4
2825,2006-10-15,17,22,4
2825,2006-10-15,18,21,4
2825,2006-10-15,19,13,4
2825,2006-10-15,20,17,5
2825,2006-10-15,21,13,5
2825,2006-10-15,22,24,5
2825,2006-10-15,23,27,5
2825,2006-10-15,24,29,6
2825,2006-10-15,25,32,6
2825,2006-10-15,26,56,6
2825,2006-10-15,27,54,6
2825,2006-10-15,28,40,7
2825,2006-10-15,29,38,7
2825,2006-10-15,30,50,7
2825,2006-10-15,31,53,7
2825,2006-10-15,32,66,8
2825,2006-10-15,33,82,8
2825,2006-10-15,34,78,8
2825,2006-10-15,35,98,8
2825,2006-10-15,36,103,9
2825,2006-10-15,37,116,9
2825,2006-10-15,38,150,9
2825,2006-10-15,39,149,9
2825,2006-10-15,40,145,10
2825,2006-10-15,41,138,10
2825,2006-10-15,42,137,10
2825,2006-10-15,43,185,10
2825,2006-10-15,44,164,11
2825,2006-10-15,45,164,11
2825,2006-10-15,46,159,11
2825,2006-10-15,47,211,11
2825,2006-10-15,48,214,12
2825,2006-10-15,49,229,12
2825,2006-10-15,50,213,12
2825,2006-10-15,51,201,12
2825,2006-10-15,52,186,13
2825,2006-10-15,53,213,13
2825,2006-10-15,54,179,13
2825,2006-10-15,55,199,13
2825,2006-10-15,56,194,14
2825,2006-10-15,57,171,14
2825,2006-10-15,58,173,14
2825,2006-10-15,59,174,14
2825,2006-10-15,60,164,15
2825,2006-10-15,61,201,15
2825,2006-10-15,62,192,15
2825,2006-10-15,63,186,15
2825,2006-10-15,64,191,16
2825,2006-10-15,65,202,16
2825,2006-10-15,66,219,16
2825,2006-10-15,67,199,16
2825,2006-10-15,68,231,17
2825,2006-10-15,69,244,17
2825,2006-10-15,70,217,17
2825,2006-10-15,71,196,17
2825,2006-10-15,72,211,18
2825,2006-10-15,73,176,18
2825,2006-10-15,74,178,18
2825,2006-10-15,75,161,18
2825,2006-10-15,76,114,19
2825,2006-10-15,77,111,19
2825,2006-10-15,78,113,19
2825,2006-10-15,79,106,19
2825,2006-10-15,80,96,20
2825,2006-10-15,81,81,20
2825,2006-10-15,82,94,20
2825,2006-10-15,83,102,20
2825,2006-10-15,84,132,21
2825,2006-10-15,85,115,21
2825,2006-10-15,86,102,21
2825,2006-10-15,87,86,21
2825,2006-10-15,88,81,22
2825,2006-10-15,89,69,22
2825,2006-10-15,90,56,22
2825,2006-10-15,91,71,22
2825,2006-10-15,92,47,23
2825,2006-10-15,93,31,23
2825,2006-10-15,94,23,23
2825,2006-10-15,95,25,23
2825,2006-10-16,0,29,0
2825,2006-10-16,1,31,0
2825,2006-10-16,2,25,0
2825,2006-10-16,3,10,0
2825,2006-10-16,4,4,1
2825,2006-10-16,5,10,1
2825,2006-10-16,6,7,1
2825,2006-10-16,7,12,1
2825,2006-10-16,8,7,2
2825,2006-10-16,9,7,2
2825,2006-10-16,10,4,2
2825,2006-10-16,11,7,2
2825,2006-10-16,12,4,3
2825,2006-10-16,13,9,3
2825,2006-10-16,14,5,3
2825,2006-10-16,15,1,3
2825,2006-10-16,16,9,4
2825,2006-10-16,17,13,4
2825,2006-10-16,18,8,4
2825,2006-10-16,19,7,4
2825,2006-10-16,20,14,5
2825,2006-10-16,21,27,5
2825,2006-10-16,22,38,5
2825,2006-10-16,23,34,5
2825,2006-10-16,24,58,6
2825,2006-10-16,25,118,6
2825,2006-10-16,26,140,6
2825,2006-10-16,27,149,6
2825,2006-10-16,28,189,7
2825,2006-10-16,29,232,7
2825,2006-10-16,30,336,7
2825,2006-10-16,31,357,7
2825,2006-10-16,32,380,8
2825,2006-10-16,33,370,8
2825,2006-10-16,34,413,8
2825,2006-10-16,35,361,8
2825,2006-10-16,36,278,9
2825,2006-10-16,37,209,9
2825,2006-10-16,38,225,9
2825,2006-10-16,39,195,9
2825,2006-10-16,40,171,10
2825,2006-10-16,41,177,10
2825,2006-10-16,42,168,10
2825,2006-10-16,43,138,10
2825,2006-10-16,44,170,11
2825,2006-10-16,45,156,11
2825,2006-10-16,46,165,11
2825,2006-10-16,47,184,11
2825,2006-10-16,48,171,12
2825,2006-10-16,49,190,12
2825,2006-10-16,50,200,12
2825,2006-10-16,51,203,12
2825,2006-10-16,52,177,13
2825,2006-10-16,53,197,13
2825,2006-10-16,54,200,13
2825,2006-10-16,55,199,13
2825,2006-10-16,56,173,14
2825,2006-10-16,57,194,14
2825,2006-10-16,58,166,14
2825,2006-10-16,59,207,14
2825,2006-10-16,60,207,15
2825,2006-10-16,61,245,15
2825,2006-10-16,62,268,15
2825,2006-10-16,63,260,15
2825,2006-10-16,64,293,16
2825,2006-10-16,65,325,16
2825,2006-10-16,66,289,16
2825,2006-10-16,67,288,16
2825,2006-10-16,68,294,17
2825,2006-10-16,69,317,17
2825,2006-10-16,70,338,17
2825,2006-10-16,71,344,17
2825,2006-10-16,72,290,18
2825,2006-10-16,73,301,18
2825,2006-10-16,74,259,18
2825,2006-10-16,75,199,18
2825,2006-10-16,76,204,19
2825,2006-10-16,77,161,19
2825,2006-10-16,78,141,19
2825,2006-10-16,79,135,19
2825,2006-10-16,80,123,20
2825,2006-10-16,81,145,20
2825,2006-10-16,82,108,20
2825,2006-10-16,83,108,20
2825,2006-10-16,84,103,21
2825,2006-10-16,85,134,21
2825,2006-10-16,86,90,21
2825,2006-10-16,87,104,21
2825,2006-10-16,88,93,22
2825,2006-10-16,89,98,22
2825,2006-10-16,90,67,22
2825,2006-10-16,91,59,22
2825,2006-10-16,92,48,23
2825,2006-10-16,93,59,23
2825,2006-10-16,94,35,23
2825,2006-10-16,95,38,23
2825,2006-10-17,0,20,0
2825,2006-10-17,1,15,0
2825,2006-10-17,2,16,0
2825,2006-10-17,3,15,0
2825,2006-10-17,4,11,1
2825,2006-10-17,5,8,1
2825,2006-10-17,6,8,1
2825,2006-10-17,7,5,1
2825,2006-10-17,8,8,2
2825,2006-10-17,9,6,2
2825,2006-10-17,10,7,2
2825,2006-10-17,11,10,2
2825,2006-10-17,12,6,3
2825,2006-10-17,13,5,3
2825,2006-10-17,14,5,3
2825,2006-10-17,15,8,3
2825,2006-10-17,16,9,4
2825,2006-10-17,17,11,4
2825,2006-10-17,18,9,4
2825,2006-10-17,19,15,4
2825,2006-10-17,20,16,5
2825,2006-10-17,21,31,5
2825,2006-10-17,22,47,5
2825,2006-10-17,23,47,5
2825,2006-10-17,24,66,6
2825,2006-10-17,25,115,6
2825,2006-10-17,26,140,6
2825,2006-10-17,27,153,6
2825,2006-10-17,28,206,7
2825,2006-10-17,29,259,7
2825,2006-10-17,30,300,7
2825,2006-10-17,31,371,7
2825,2006-10-17,32,382,8
2825,2006-10-17,33,405,8
2825,2006-10-17,34,435,8
2825,2006-10-17,35,343,8
2825,2006-10-17,36,245,9
2825,2006-10-17,37,261,9
2825,2006-10-17,38,218,9
2825,2006-10-17,39,173,9
2825,2006-10-17,40,196,10
2825,2006-10-17,41,199,10
2825,2006-10-17,42,214,10
2825,2006-10-17,43,138,10
2825,2006-10-17,44,165,11
2825,2006-10-17,45,176,11
2825,2006-10-17,46,181,11
2825,2006-10-17,47,184,11
2825,2006-10-17,48,185,12
2825,2006-10-17,49,164,12
2825,2006-10-17,50,199,12
2825,2006-10-17,51,187,12
2825,2006-10-17,52,200,13
2825,2006-10-17,53,179,13
2825,2006-10-17,54,201,13
2825,2006-10-17,55,186,13
2825,2006-10-17,56,170,14
2825,2006-10-17,57,214,14
2825,2006-10-17,58,194,14
2825,2006-10-17,59,207,14
2825,2006-10-17,60,240,15
2825,2006-10-17,61,251,15
2825,2006-10-17,62,276,15
2825,2006-10-17,63,244,15
2825,2006-10-17,64,279,16
2825,2006-10-17,65,282,16
2825,2006-10-17,66,313,16
2825,2006-10-17,67,288,16
2825,2006-10-17,68,303,17
2825,2006-10-17,69,338,17
2825,2006-10-17,70,334,17
2825,2006-10-17,71,333,17
2825,2006-10-17,72,298,18
2825,2006-10-17,73,286,18
2825,2006-10-17,74,299,18
2825,2006-10-17,75,251,18
2825,2006-10-17,76,227,19
2825,2006-10-17,77,172,19
2825,2006-10-17,78,160,19
2825,2006-10-17,79,133,19
2825,2006-10-17,80,120,20
2825,2006-10-17,81,106,20
2825,2006-10-17,82,105,20
2825,2006-10-17,83,96,20
2825,2006-10-17,84,123,21
2825,2006-10-17,85,122,21
2825,2006-10-17,86,107,21
2825,2006-10-17,87,119,21
2825,2006-10-17,88,138,22
2825,2006-10-17,89,99,22
2825,2006-10-17,90,88,22
2825,2006-10-17,91,105,22
2825,2006-10-17,92,89,23
2825,2006-10-17,93,58,23
2825,2006-10-17,94,54,23
2825,2006-10-17,95,42,23
2825,2006-10-18,0,31,0
2825,2006-10-18,1,29,0
2825,2006-10-18,2,14,0
2825,2006-10-18,3,23,0
2825,2006-10-18,4,20,1
2825,2006-10-18,5,9,1
2825,2006-10-18,6,18,1
2825,2006-10-18,7,5,1
2825,2006-10-18,8,10,2
2825,2006-10-18,9,7,2
2825,2006-10-18,10,11,2
2825,2006-10-18,11,14,2
2825,2006-10-18,12,4,3
2825,2006-10-18,13,5,3
2825,2006-10-18,14,8,3
2825,2006-10-18,15,4,3
2825,2006-10-18,16,7,4
2825,2006-10-18,17,13,4
2825,2006-10-18,18,12,4
2825,2006-10-18,19,11,4
2825,2006-10-18,20,22,5
2825,2006-10-18,21,26,5
2825,2006-10-18,22,21,5
2825,2006-10-18,23,43,5
2825,2006-10-18,24,81,6
2825,2006-10-18,25,122,6
2825,2006-10-18,26,144,6
2825,2006-10-18,27,173,6
2825,2006-10-18,28,199,7
2825,2006-10-18,29,245,7
2825,2006-10-18,30,330,7
2825,2006-10-18,31,360,7
2825,2006-10-18,32,407,8
2825,2006-10-18,33,416,8
2825,2006-10-18,34,390,8
2825,2006-10-18,35,358,8
2825,2006-10-18,36,290,9
2825,2006-10-18,37,212,9
2825,2006-10-18,38,226,9
2825,2006-10-18,39,173,9
2825,2006-10-18,40,181,10
2825,2006-10-18,41,192,10
2825,2006-10-18,42,191,10
2825,2006-10-18,43,202,10
2825,2006-10-18,44,173,11
2825,2006-10-18,45,177,11
2825,2006-10-18,46,195,11
2825,2006-10-18,47,199,11
2825,2006-10-18,48,186,12
2825,2006-10-18,49,211,12
2825,2006-10-18,50,214,12
2825,2006-10-18,51,188,12
2825,2006-10-18,52,186,13
2825,2006-10-18,53,192,13
2825,2006-10-18,54,204,13
2825,2006-10-18,55,183,13
2825,2006-10-18,56,196,14
2825,2006-10-18,57,174,14
2825,2006-10-18,58,182,14
2825,2006-10-18,59,199,14
2825,2006-10-18,60,206,15
2825,2006-10-18,61,273,15
2825,2006-10-18,62,247,15
2825,2006-10-18,63,266,15
2825,2006-10-18,64,284,16
2825,2006-10-18,65,297,16
2825,2006-10-18,66,322,16
2825,2006-10-18,67,301,16
2825,2006-10-18,68,286,17
2825,2006-10-18,69,365,17
2825,2006-10-18,70,356,17
2825,2006-10-18,71,371,17
2825,2006-10-18,72,324,18
2825,2006-10-18,73,323,18
2825,2006-10-18,74,292,18
2825,2006-10-18,75,222,18
2825,2006-10-18,76,219,19
2825,2006-10-18,77,171,19
2825,2006-10-18,78,170,19
2825,2006-10-18,79,145,19
2825,2006-10-18,80,143,20
2825,2006-10-18,81,97,20
2825,2006-10-18,82,114,20
2825,2006-10-18,83,132,20
2825,2006-10-18,84,109,21
2825,2006-10-18,85,139,21
2825,2006-10-18,86,121,21
2825,2006-10-18,87,112,21
2825,2006-10-18,88,118,22
2825,2006-10-18,89,112,22
2825,2006-10-18,90,83,22
2825,2006-10-18,91,103,22
2825,2006-10-18,92,66,23
2825,2006-10-18,93,67,23
2825,2006-10-18,94,41,23
2825,2006-10-18,95,47,23
2825,2006-10-19,0,31,0
2825,2006-10-19,1,41,0
2825,2006-10-19,2,24,0
2825,2006-10-19,3,18,0
2825,2006-10-19,4,10,1
2825,2006-10-19,5,16,1
2825,2006-10-19,6,12,1
2825,2006-10-19,7,19,1
2825,2006-10-19,8,14,2
2825,2006-10-19,9,10,2
2825,2006-10-19,10,10,2
2825,2006-10-19,11,10,2
2825,2006-10-19,12,15,3
2825,2006-10-19,13,19,3
2825,2006-10-19,14,8,3
2825,2006-10-19,15,4,3
2825,2006-10-19,16,9,4
2825,2006-10-19,17,6,4
2825,2006-10-19,18,13,4
2825,2006-10-19,19,16,4
2825,2006-10-19,20,24,5
2825,2006-10-19,21,21,5
2825,2006-10-19,22,36,5
2825,2006-10-19,23,52,5
2825,2006-10-19,24,72,6
2825,2006-10-19,25,122,6
2825,2006-10-19,26,145,6
2825,2006-10-19,27,160,6
2825,2006-10-19,28,203,7
2825,2006-10-19,29,241,7
2825,2006-10-19,30,316,7
2825,2006-10-19,31,360,7
2825,2006-10-19,32,395,8
2825,2006-10-19,33,443,8
2825,2006-10-19,34,405,8
2825,2006-10-19,35,345,8
2825,2006-10-19,36,276,9
2825,2006-10-19,37,231,9
2825,2006-10-19,38,248,9
2825,2006-10-19,39,117,9
2825,2006-10-19,40,170,10
2825,2006-10-19,41,194,10
2825,2006-10-19,42,168,10
2825,2006-10-19,43,190,10
2825,2006-10-19,44,171,11
2825,2006-10-19,45,168,11
2825,2006-10-19,46,184,11
2825,2006-10-19,47,206,11
2825,2006-10-19,48,197,12
2825,2006-10-19,49,185,12
2825,2006-10-19,50,208,12
2825,2006-10-19,51,176,12
2825,2006-10-19,52,182,13
2825,2006-10-19,53,215,13
2825,2006-10-19,54,209,13
2825,2006-10-19,55,207,13
2825,2006-10-19,56,236,14
2825,2006-10-19,57,192,14
2825,2006-10-19,58,208,14
2825,2006-10-19,59,190,14
2825,2006-10-19,60,228,15
2825,2006-10-19,61,293,15
2825,2006-10-19,62,262,15
2825,2006-10-19,63,278,15
2825,2006-10-19,64,289,16
2825,2006-10-19,65,335,16
2825,2006-10-19,66,269,16
2825,2006-10-19,67,288,16
2825,2006-10-19,68,283,17
2825,2006-10-19,69,352,17
2825,2006-10-19,70,336,17
2825,2006-10-19,71,336,17
2825,2006-10-19,72,315,18
2825,2006-10-19,73,326,18
2825,2006-10-19,74,296,18
2825,2006-10-19,75,222,18
2825,2006-10-19,76,184,19
2825,2006-10-19,77,226,19
2825,2006-10-19,78,158,19
2825,2006-10-19,79,137,19
2825,2006-10-19,80,140,20
2825,2006-10-19,81,156,20
2825,2006-10-19,82,124,20
2825,2006-10-19,83,127,20
2825,2006-10-19,84,118,21
2825,2006-10-19,85,137,21
2825,2006-10-19,86,121,21
2825,2006-10-19,87,110,21
2825,2006-10-19,88,130,22
2825,2006-10-19,89,94,22
2825,2006-10-19,90,89,22
2825,2006-10-19,91,101,22
2825,2006-10-19,92,72,23
2825,2006-10-19,93,65,23
2825,2006-10-19,94,44,23
2825,2006-10-19,95,42,23
2825,2006-10-20,0,36,0
2825,2006-10-20,1,24,0
2825,2006-10-20,2,23,0
2825,2006-10-20,3,20,0
2825,2006-10-20,4,12,1
2825,2006-10-20,5,16,1
2825,2006-10-20,6,15,1
2825,2006-10-20,7,11,1
2825,2006-10-20,8,11,2
2825,2006-10-20,9,11,2
2825,2006-10-20,10,10,2
2825,2006-10-20,11,6,2
2825,2006-10-20,12,8,3
2825,2006-10-20,13,11,3
2825,2006-10-20,14,8,3
2825,2006-10-20,15,9,3
2825,2006-10-20,16,9,4
2825,2006-10-20,17,11,4
2825,2006-10-20,18,9,4
2825,2006-10-20,19,15,4
2825,2006-10-20,20,11,5
2825,2006-10-20,21,23,5
2825,2006-10-20,22,31,5
2825,2006-10-20,23,69,5
2825,2006-10-20,24,73,6
2825,2006-10-20,25,129,6
2825,2006-10-20,26,141,6
2825,2006-10-20,27,164,6
2825,2006-10-20,28,187,7
2825,2006-10-20,29,226,7
2825,2006-10-20,30,283,7
2825,2006-10-20,31,350,7
2825,2006-10-20,32,334,8
2825,2006-10-20,33,393,8
2825,2006-10-20,34,360,8
2825,2006-10-20,35,334,8
2825,2006-10-20,36,240,9
2825,2006-10-20,37,237,9
2825,2006-10-20,38,234,9
2825,2006-10-20,39,173,9
2825,2006-10-20,40,186,10
2825,2006-10-20,41,206,10
2825,2006-10-20,42,175,10
2825,2006-10-20,43,203,10
2825,2006-10-20,44,194,11
2825,2006-10-20,45,181,11
2825,2006-10-20,46,180,11
2825,2006-10-20,47,189,11
2825,2006-10-20,48,208,12
2825,2006-10-20,49,223,12
2825,2006-10-20,50,193,12
2825,2006-10-20,51,201,12
2825,2006-10-20,52,237,13
2825,2006-10-20,53,210,13
2825,2006-10-20,54,232,13
2825,2006-10-20,55,244,13
2825,2006-10-20,56,179,14
2825,2006-10-20,57,200,14
2825,2006-10-20,58,183,14
2825,2006-10-20,59,233,14
2825,2006-10-20,60,138,15
2825,2006-10-20,61,369,15
2825,2006-10-20,62,310,15
2825,2006-10-20,63,271,15
2825,2006-10-20,64,283,16
2825,2006-10-20,65,290,16
2825,2006-10-20,66,286,16
2825,2006-10-20,67,288,16
2825,2006-10-20,68,317,17
2825,2006-10-20,69,423,17
2825,2006-10-20,70,405,17
2825,2006-10-20,71,333,17
2825,2006-10-20,72,269,18
2825,2006-10-20,73,283,18
2825,2006-10-20,74,227,18
2825,2006-10-20,75,237,18
2825,2006-10-20,76,232,19
2825,2006-10-20,77,195,19
2825,2006-10-20,78,174,19
2825,2006-10-20,79,162,19
2825,2006-10-20,80,141,20
